Timestamp,Temperature (°C),Machine Speed (RPM),Production Quality Score,Vibration Level (mm/s),Energy Consumption (kWh),Optimal Conditions
2025-04-04 19:56:00,74.48,1474,8.4,0.04,1.84,0
2025-04-04 19:57:00,72.77,1532,8.79,0.09,1.19,0
2025-04-04 19:58:00,76.49,1544,8.74,0.06,1.21,0
2025-04-04 19:59:00,75.36,1530,8.04,0.04,1.92,0
2025-04-04 20:00:00,75.65,1490,8.93,0.09,1.73,0
2025-04-04 20:01:00,74.21,1451,8.81,0.08,1.41,0
2025-04-04 20:02:00,75.26,1491,8.56,0.04,1.58,1
2025-04-04 20:03:00,75.7,1538,8.94,0.04,1.69,0
2025-04-04 20:04:00,74.19,1488,8.88,0.06,1.64,1
2025-04-04 20:05:00,77.3,1485,8.91,0.08,1.17,0
2025-04-04 20:06:00,75.44,1455,8.62,0.07,1.94,0
2025-04-04 20:07:00,75.98,1469,8.86,0.05,1.68,0
2025-04-04 20:08:00,74.17,1498,8.16,0.08,1.48,0
2025-04-04 20:09:00,75.88,1488,8.94,0.05,1.55,1
2025-04-04 20:10:00,74.96,1496,8.84,0.07,1.03,0
2025-04-04 20:11:00,73.21,1477,8.83,0.05,1.59,0
2025-04-04 20:12:00,74.02,1505,8.82,0.07,1.02,0
2025-04-04 20:13:00,78.48,1543,8.61,0.1,1.15,0
2025-04-04 20:14:00,75.01,1528,8.78,0.05,1.79,0
2025-04-04 20:15:00,78.75,1477,8.16,0.08,1.3,0
2025-04-04 20:16:00,75.39,1548,8.77,0.06,1.3,0
2025-04-04 20:17:00,73.19,1538,8.04,0.1,1.99,0
2025-04-04 20:18:00,75.55,1465,8.98,0.04,1.3,0
2025-04-04 20:19:00,74.38,1499,8.63,0.07,1.99,0
2025-04-04 20:20:00,75.41,1513,8.43,0.05,1.71,1
2025-04-04 20:21:00,72.46,1484,8.97,0.05,1.96,0
2025-04-04 20:22:00,74.69,1487,8.6,0.06,1.01,1
2025-04-04 20:23:00,74.08,1481,8.18,0.05,1.2,1
2025-04-04 20:24:00,75.75,1492,8.09,0.08,1.11,0
2025-04-04 20:25:00,74.12,1468,8.86,0.1,1.89,0
2025-04-04 20:26:00,73.6,1547,8.29,0.03,1.95,0
2025-04-04 20:27:00,75.63,1507,8.93,0.04,1.79,1
2025-04-04 20:28:00,79.04,1531,8.43,0.05,1.41,0
2025-04-04 20:29:00,71.28,1508,8.92,0.04,1.99,0
2025-04-04 20:30:00,78.35,1537,8.69,0.1,1.74,0
2025-04-04 20:31:00,74.13,1542,8.95,0.06,1.87,0
2025-04-04 20:32:00,75.25,1507,8.99,0.1,1.15,0
2025-04-04 20:33:00,77.48,1519,8.34,0.04,1.25,0
2025-04-04 20:34:00,74.12,1484,8.5,0.05,1.56,1
2025-04-04 20:35:00,75.27,1522,8.65,0.07,1.44,0
2025-04-04 20:36:00,75.87,1530,8.23,0.04,1.82,0
2025-04-04 20:37:00,74.1,1525,8.82,0.06,1.54,1
2025-04-04 20:38:00,71.55,1467,8.47,0.07,1.03,0
2025-04-04 20:39:00,77.7,1526,8.39,0.06,1.61,0
2025-04-04 20:40:00,75.07,1523,8.82,0.08,1.89,0
2025-04-04 20:41:00,75.91,1498,8.06,0.05,1.55,1
2025-04-04 20:42:00,72.28,1452,8.27,0.09,1.79,0
2025-04-04 20:43:00,74.59,1529,8.47,0.06,1.28,0
2025-04-04 20:44:00,75.03,1502,8.44,0.06,1.52,1
2025-04-04 20:45:00,75.4,1473,8.24,0.03,1.59,0
2025-04-04 20:46:00,76.18,1502,8.9,0.05,1.88,0
2025-04-04 20:47:00,73.6,1529,8.65,0.05,1.87,0
2025-04-04 20:48:00,76.29,1464,8.87,0.1,1.13,0
2025-04-04 20:49:00,74.14,1538,8.57,0.07,1.48,0
2025-04-04 20:50:00,75.61,1452,8.83,0.05,1.67,0
2025-04-04 20:51:00,73.86,1468,8.87,0.09,1.65,0
2025-04-04 20:52:00,77.34,1500,8.27,0.03,1.68,0
2025-04-04 20:53:00,72.82,1524,8.48,0.04,1.56,0
2025-04-04 20:54:00,74.84,1519,8.51,0.04,1.63,1
2025-04-04 20:55:00,73.49,1506,8.8,0.09,1.04,0
2025-04-04 20:56:00,76.9,1508,8.45,0.08,1.26,0
2025-04-04 20:57:00,74.43,1474,8.38,0.08,1.38,0
2025-04-04 20:58:00,77.52,1526,8.69,0.03,1.57,0
2025-04-04 20:59:00,71.69,1475,8.62,0.07,1.92,0
2025-04-04 21:00:00,75.56,1516,8.03,0.09,1.32,0
2025-04-04 21:01:00,74.69,1488,8.74,0.08,1.79,0
2025-04-04 21:02:00,73.74,1472,8.69,0.05,1.12,0
2025-04-04 21:03:00,78.51,1514,8.82,0.07,1.8,0
2025-04-04 21:04:00,74.38,1460,8.57,0.06,1.5,0
2025-04-04 21:05:00,81.09,1527,8.9,0.09,1.45,0
2025-04-04 21:06:00,75.18,1471,8.85,0.08,1.32,0
2025-04-04 21:07:00,75.16,1489,8.41,0.04,1.64,1
2025-04-04 21:08:00,73.42,1490,8.72,0.04,1.21,0
2025-04-04 21:09:00,78.44,1507,8.0,0.09,1.93,0
2025-04-04 21:10:00,73.2,1533,8.33,0.09,1.01,0
2025-04-04 21:11:00,74.47,1533,8.79,0.04,1.28,0
2025-04-04 21:12:00,73.52,1523,8.88,0.1,1.4,0
2025-04-04 21:13:00,72.21,1501,8.94,0.05,1.1,0
2025-04-04 21:14:00,75.39,1534,8.56,0.04,1.88,0
2025-04-04 21:15:00,76.17,1468,8.56,0.08,1.68,0
2025-04-04 21:16:00,73.97,1504,8.7,0.1,1.92,0
2025-04-04 21:17:00,76.16,1504,8.14,0.08,1.51,0
2025-04-04 21:18:00,72.29,1488,8.32,0.1,1.56,0
2025-04-04 21:19:00,74.8,1514,8.6,0.04,1.75,1
2025-04-04 21:20:00,73.67,1473,8.47,0.09,1.54,0
2025-04-04 21:21:00,77.63,1489,8.47,0.09,1.08,0
2025-04-04 21:22:00,75.28,1515,8.53,0.06,1.81,1
2025-04-04 21:23:00,75.61,1532,8.27,0.07,1.1,0
2025-04-04 21:24:00,74.56,1500,8.78,0.06,1.04,1
2025-04-04 21:25:00,76.32,1514,8.07,0.05,1.74,0
2025-04-04 21:26:00,73.97,1472,8.38,0.04,1.33,0
2025-04-04 21:27:00,74.32,1472,8.41,0.1,1.85,0
2025-04-04 21:28:00,75.56,1507,8.77,0.04,1.13,1
2025-04-04 21:29:00,75.0,1496,8.41,0.08,1.24,0
2025-04-04 21:30:00,69.76,1546,8.36,0.04,1.65,0
2025-04-04 21:31:00,78.0,1478,8.1,0.08,1.77,0
2025-04-04 21:32:00,74.46,1525,8.35,0.05,1.37,1
2025-04-04 21:33:00,76.99,1514,8.41,0.03,1.65,0
2025-04-04 21:34:00,76.89,1455,8.92,0.05,1.58,0
2025-04-04 21:35:00,72.69,1491,8.21,0.04,1.15,0
2025-04-04 21:36:00,75.54,1504,8.19,0.06,1.39,1
2025-04-04 21:37:00,77.27,1459,8.32,0.06,1.86,0
2025-04-04 21:38:00,77.77,1500,8.75,0.04,1.23,0
2025-04-04 21:39:00,77.35,1469,8.81,0.1,1.43,0
2025-04-04 21:40:00,75.76,1529,8.96,0.09,1.85,0
2025-04-04 21:41:00,78.5,1510,8.64,0.04,1.79,0
2025-04-04 21:42:00,78.58,1541,8.21,0.09,1.8,0
2025-04-04 21:43:00,71.49,1502,8.05,0.09,1.04,0
2025-04-04 21:44:00,74.7,1498,8.82,0.05,1.96,1
2025-04-04 21:45:00,77.55,1484,8.51,0.06,1.07,0
2025-04-04 21:46:00,73.55,1538,8.63,0.03,1.62,0
2025-04-04 21:47:00,76.34,1531,8.76,0.03,1.04,0
2025-04-04 21:48:00,73.63,1466,8.72,0.1,1.86,0
2025-04-04 21:49:00,71.11,1488,8.87,0.04,1.85,0
2025-04-04 21:50:00,75.67,1480,8.26,0.05,1.54,1
2025-04-04 21:51:00,74.23,1455,8.53,0.08,1.28,0
2025-04-04 21:52:00,76.46,1456,9.0,0.03,1.49,0
2025-04-04 21:53:00,73.18,1506,8.25,0.07,1.37,0
2025-04-04 21:54:00,76.91,1489,8.31,0.09,1.05,0
2025-04-04 21:55:00,76.16,1461,8.1,0.07,1.63,0
2025-04-04 21:56:00,76.74,1520,8.97,0.07,1.56,0
2025-04-04 21:57:00,76.39,1486,8.87,0.06,1.41,0
2025-04-04 21:58:00,71.67,1534,8.74,0.08,1.32,0
2025-04-04 21:59:00,76.03,1475,8.44,0.05,1.75,0
2025-04-04 22:00:00,75.65,1536,8.69,0.1,1.03,0
2025-04-04 22:01:00,77.79,1454,8.29,0.07,1.35,0
2025-04-04 22:02:00,76.33,1540,8.05,0.09,1.18,0
2025-04-04 22:03:00,73.31,1463,8.89,0.03,1.11,0
2025-04-04 22:04:00,80.86,1521,8.78,0.04,1.89,0
2025-04-04 22:05:00,75.17,1458,8.58,0.08,1.52,0
2025-04-04 22:06:00,74.04,1513,8.3,0.05,1.63,1
2025-04-04 22:07:00,79.83,1518,8.08,0.08,1.21,0
2025-04-04 22:08:00,73.86,1492,8.26,0.09,1.5,0
2025-04-04 22:09:00,74.91,1514,8.42,0.1,1.76,0
2025-04-04 22:10:00,75.98,1502,8.25,0.04,1.39,1
2025-04-04 22:11:00,76.16,1490,8.52,0.07,1.92,0
2025-04-04 22:12:00,77.56,1504,8.05,0.09,1.59,0
2025-04-04 22:13:00,76.21,1505,8.81,0.04,1.97,0
2025-04-04 22:14:00,70.45,1541,8.11,0.08,1.57,0
2025-04-04 22:15:00,77.11,1497,8.43,0.09,1.87,0
2025-04-04 22:16:00,72.43,1537,8.53,0.06,1.55,0
2025-04-04 22:17:00,73.23,1530,8.0,0.03,1.89,0
2025-04-04 22:18:00,72.2,1481,8.89,0.05,1.96,0
2025-04-04 22:19:00,75.97,1481,8.87,0.07,1.1,0
2025-04-04 22:20:00,75.37,1516,8.42,0.04,1.29,1
2025-04-04 22:21:00,75.05,1544,8.93,0.08,1.9,0
2025-04-04 22:22:00,73.62,1530,8.15,0.06,1.43,0
2025-04-04 22:23:00,73.63,1455,8.85,0.09,1.25,0
2025-04-04 22:24:00,76.3,1480,8.5,0.06,1.73,0
2025-04-04 22:25:00,75.19,1546,8.15,0.04,1.65,0
2025-04-04 22:26:00,76.46,1525,8.69,0.09,1.56,0
2025-04-04 22:27:00,75.52,1544,8.08,0.03,1.43,0
2025-04-04 22:28:00,75.87,1521,8.02,0.08,1.95,0
2025-04-04 22:29:00,73.25,1524,8.65,0.09,1.27,0
2025-04-04 22:30:00,72.72,1493,8.24,0.1,1.72,0
2025-04-04 22:31:00,74.51,1455,8.1,0.07,1.09,0
2025-04-04 22:32:00,75.39,1481,8.7,0.04,1.14,1
2025-04-04 22:33:00,76.82,1474,8.82,0.07,1.01,0
2025-04-04 22:34:00,80.24,1531,8.3,0.03,1.39,0
2025-04-04 22:35:00,72.82,1541,8.55,0.04,1.68,0
2025-04-04 22:36:00,75.63,1482,8.77,0.07,1.17,0
2025-04-04 22:37:00,76.65,1470,8.29,0.04,1.94,0
2025-04-04 22:38:00,75.85,1524,8.81,0.08,1.07,0
2025-04-04 22:39:00,73.28,1508,8.21,0.09,1.83,0
2025-04-04 22:40:00,73.57,1462,8.52,0.08,1.23,0
2025-04-04 22:41:00,72.4,1521,8.95,0.07,1.19,0
2025-04-04 22:42:00,74.02,1461,8.1,0.1,1.81,0
2025-04-04 22:43:00,75.67,1482,8.54,0.1,1.69,0
2025-04-04 22:44:00,74.84,1518,8.08,0.1,1.68,0
2025-04-04 22:45:00,74.96,1518,9.0,0.03,1.38,1
2025-04-04 22:46:00,77.49,1493,8.37,0.08,1.85,0
2025-04-04 22:47:00,76.28,1535,8.26,0.06,1.51,0
2025-04-04 22:48:00,74.65,1524,8.48,0.09,1.37,0
2025-04-04 22:49:00,76.58,1492,8.05,0.09,1.05,0
2025-04-04 22:50:00,74.22,1543,8.79,0.09,1.37,0
2025-04-04 22:51:00,76.27,1509,8.57,0.03,1.34,0
2025-04-04 22:52:00,74.87,1461,8.93,0.03,1.63,0
2025-04-04 22:53:00,77.78,1491,8.29,0.04,1.84,0
2025-04-04 22:54:00,77.17,1505,8.18,0.09,1.06,0
2025-04-04 22:55:00,73.19,1538,8.9,0.06,1.08,0
2025-04-04 22:56:00,71.9,1546,8.02,0.09,1.61,0
2025-04-04 22:57:00,78.02,1457,8.59,0.04,1.64,0
2025-04-04 22:58:00,74.58,1533,8.46,0.05,1.11,0
2025-04-04 22:59:00,79.53,1509,8.68,0.04,1.28,0
2025-04-04 23:00:00,75.41,1468,8.26,0.09,1.67,0
2025-04-04 23:01:00,75.28,1532,8.69,0.03,1.78,0
2025-04-04 23:02:00,75.06,1497,8.17,0.06,1.33,1
2025-04-04 23:03:00,74.2,1504,8.96,0.08,1.98,0
2025-04-04 23:04:00,75.48,1486,8.99,0.06,1.07,1
2025-04-04 23:05:00,75.01,1499,8.39,0.1,1.34,0
2025-04-04 23:06:00,72.43,1525,8.7,0.07,1.63,0
2025-04-04 23:07:00,74.73,1517,8.63,0.04,1.3,1
2025-04-04 23:08:00,74.86,1496,8.46,0.09,1.48,0
2025-04-04 23:09:00,76.44,1491,8.57,0.08,1.03,0
2025-04-04 23:10:00,77.69,1482,8.38,0.09,1.9,0
2025-04-04 23:11:00,73.37,1506,8.47,0.04,1.16,0
2025-04-04 23:12:00,74.12,1499,8.79,0.06,1.67,1
2025-04-04 23:13:00,71.88,1509,8.4,0.03,1.07,0
2025-04-04 23:14:00,75.76,1527,8.23,0.09,1.11,0
2025-04-04 23:15:00,75.47,1484,8.56,0.08,1.32,0
2025-04-04 23:16:00,74.58,1466,8.46,0.06,1.27,0
2025-04-04 23:17:00,77.3,1507,8.26,0.07,1.96,0
2025-04-04 23:18:00,74.6,1513,8.24,0.04,1.6,1
2025-04-04 23:19:00,76.52,1549,8.26,0.08,1.26,0
2025-04-04 23:20:00,73.94,1492,8.56,0.09,1.11,0
2025-04-04 23:21:00,75.4,1458,8.22,0.05,1.02,0
2025-04-04 23:22:00,74.62,1547,8.22,0.1,1.59,0
2025-04-04 23:23:00,76.16,1491,8.24,0.06,1.8,0
2025-04-04 23:24:00,75.23,1532,8.63,0.04,1.51,0
2025-04-04 23:25:00,75.17,1475,8.91,0.09,1.36,0
2025-04-04 23:26:00,75.67,1536,8.88,0.06,1.81,0
2025-04-04 23:27:00,74.11,1529,8.51,0.04,1.07,0
2025-04-04 23:28:00,76.24,1453,8.81,0.07,1.64,0
2025-04-04 23:29:00,73.34,1501,8.96,0.04,1.46,0
2025-04-04 23:30:00,73.77,1505,8.36,0.04,1.23,0
2025-04-04 23:31:00,74.63,1549,8.64,0.07,1.98,0
2025-04-04 23:32:00,74.69,1504,8.42,0.1,1.28,0
2025-04-04 23:33:00,71.01,1469,8.98,0.06,1.32,0
2025-04-04 23:34:00,75.43,1509,8.49,0.09,1.72,0
2025-04-04 23:35:00,75.28,1544,8.75,0.06,1.91,0
2025-04-04 23:36:00,75.95,1492,8.43,0.07,1.33,0
2025-04-04 23:37:00,73.2,1481,8.37,0.05,1.96,0
2025-04-04 23:38:00,74.7,1462,8.38,0.09,1.63,0
2025-04-04 23:39:00,75.6,1532,8.15,0.04,1.24,0
2025-04-04 23:40:00,72.46,1533,8.52,0.09,1.51,0
2025-04-04 23:41:00,76.68,1504,8.34,0.05,1.01,0
2025-04-04 23:42:00,75.89,1469,8.03,0.09,1.45,0
2025-04-04 23:43:00,79.6,1546,8.07,0.03,1.71,0
2025-04-04 23:44:00,75.67,1476,8.68,0.1,1.58,0
2025-04-04 23:45:00,76.19,1473,8.76,0.06,1.18,0
2025-04-04 23:46:00,76.88,1498,8.64,0.07,1.14,0
2025-04-04 23:47:00,76.09,1542,8.29,0.04,1.89,0
2025-04-04 23:48:00,76.44,1465,8.35,0.05,1.2,0
2025-04-04 23:49:00,75.97,1547,8.67,0.05,1.48,0
2025-04-04 23:50:00,76.66,1532,8.99,0.05,1.85,0
2025-04-04 23:51:00,72.54,1481,8.58,0.1,1.23,0
2025-04-04 23:52:00,74.32,1502,8.67,0.08,1.71,0
2025-04-04 23:53:00,77.19,1513,8.26,0.06,1.77,0
2025-04-04 23:54:00,78.79,1498,8.67,0.09,1.38,0
2025-04-04 23:55:00,74.3,1459,8.08,0.09,1.34,0
2025-04-04 23:56:00,75.49,1514,8.47,0.1,1.25,0
2025-04-04 23:57:00,76.84,1458,8.35,0.1,1.18,0
2025-04-04 23:58:00,77.0,1520,8.33,0.09,1.5,0
2025-04-04 23:59:00,73.52,1461,8.78,0.05,1.03,0
2025-04-05 00:00:00,75.79,1455,8.6,0.09,1.8,0
2025-04-05 00:01:00,71.92,1456,8.96,0.08,1.34,0
2025-04-05 00:02:00,76.31,1520,8.2,0.06,1.12,0
2025-04-05 00:03:00,76.81,1515,8.09,0.08,1.35,0
2025-04-05 00:04:00,76.56,1476,8.26,0.07,1.25,0
2025-04-05 00:05:00,77.65,1482,9.0,0.04,1.6,0
2025-04-05 00:06:00,76.57,1482,8.05,0.05,1.71,0
2025-04-05 00:07:00,74.45,1535,8.58,0.09,1.2,0
2025-04-05 00:08:00,73.24,1477,8.65,0.03,1.48,0
2025-04-05 00:09:00,76.36,1508,8.8,0.04,1.58,0
2025-04-05 00:10:00,76.33,1489,8.04,0.06,1.4,0
2025-04-05 00:11:00,78.1,1454,8.87,0.04,1.88,0
2025-04-05 00:12:00,72.13,1519,8.64,0.07,1.2,0
2025-04-05 00:13:00,75.39,1531,8.65,0.03,1.17,0
2025-04-05 00:14:00,74.47,1539,8.22,0.05,1.12,0
2025-04-05 00:15:00,72.03,1547,8.12,0.08,1.34,0
2025-04-05 00:16:00,75.74,1547,8.92,0.08,1.38,0
2025-04-05 00:17:00,75.53,1546,8.17,0.05,1.65,0
2025-04-05 00:18:00,77.94,1518,8.67,0.08,1.99,0
2025-04-05 00:19:00,71.94,1523,8.79,0.06,1.82,0
2025-04-05 00:20:00,79.54,1490,8.08,0.04,1.09,0
2025-04-05 00:21:00,78.06,1501,8.43,0.04,1.86,0
2025-04-05 00:22:00,76.44,1546,8.18,0.03,1.67,0
2025-04-05 00:23:00,78.88,1483,8.73,0.07,1.89,0
2025-04-05 00:24:00,75.0,1460,8.26,0.07,1.57,0
2025-04-05 00:25:00,75.57,1511,8.16,0.04,1.04,1
2025-04-05 00:26:00,77.4,1534,8.74,0.08,1.19,0
2025-04-05 00:27:00,75.24,1529,8.06,0.07,1.34,0
2025-04-05 00:28:00,72.58,1524,8.94,0.08,1.33,0
2025-04-05 00:29:00,72.66,1491,8.55,0.05,1.27,0
2025-04-05 00:30:00,73.24,1494,8.16,0.1,1.93,0
2025-04-05 00:31:00,74.9,1530,8.62,0.05,1.5,0
2025-04-05 00:32:00,76.18,1484,8.55,0.05,1.35,0
2025-04-05 00:33:00,73.89,1512,8.73,0.07,1.54,0
2025-04-05 00:34:00,75.42,1544,8.92,0.06,1.18,0
2025-04-05 00:35:00,75.35,1481,8.04,0.04,1.54,1
2025-04-05 00:36:00,75.43,1484,8.72,0.09,1.54,0
2025-04-05 00:37:00,72.78,1496,8.74,0.04,1.9,0
2025-04-05 00:38:00,74.75,1518,8.44,0.05,1.79,1
2025-04-05 00:39:00,76.66,1490,8.04,0.05,1.33,0
2025-04-05 00:40:00,74.37,1490,8.74,0.09,1.55,0
2025-04-05 00:41:00,75.61,1522,8.34,0.04,1.31,1
2025-04-05 00:42:00,75.0,1450,8.88,0.09,1.87,0
2025-04-05 00:43:00,75.38,1466,8.04,0.09,1.65,0
2025-04-05 00:44:00,72.11,1488,8.17,0.04,1.87,0
2025-04-05 00:45:00,69.49,1548,8.0,0.08,1.23,0
2025-04-05 00:46:00,74.81,1509,8.79,0.07,1.31,0
2025-04-05 00:47:00,75.71,1453,8.18,0.08,1.33,0
2025-04-05 00:48:00,75.53,1500,8.11,0.05,1.82,1
2025-04-05 00:49:00,68.53,1450,8.3,0.04,1.56,0
2025-04-05 00:50:00,75.76,1505,8.15,0.05,1.86,1
2025-04-05 00:51:00,73.36,1504,8.52,0.07,1.82,0
2025-04-05 00:52:00,74.42,1453,8.13,0.05,1.67,0
2025-04-05 00:53:00,77.27,1519,8.4,0.04,1.85,0
2025-04-05 00:54:00,74.33,1522,8.18,0.04,1.31,1
2025-04-05 00:55:00,76.7,1473,8.33,0.07,1.95,0
2025-04-05 00:56:00,72.03,1450,8.38,0.06,1.5,0
2025-04-05 00:57:00,73.71,1510,8.93,0.08,1.57,0
2025-04-05 00:58:00,75.18,1508,8.97,0.1,1.46,0
2025-04-05 00:59:00,76.23,1473,8.39,0.06,1.97,0
2025-04-05 01:00:00,78.76,1480,8.13,0.03,1.68,0
2025-04-05 01:01:00,75.11,1454,8.24,0.06,1.78,0
2025-04-05 01:02:00,73.75,1513,8.38,0.04,1.51,0
2025-04-05 01:03:00,73.86,1535,8.1,0.05,1.75,0
2025-04-05 01:04:00,75.66,1532,8.63,0.07,1.6,0
2025-04-05 01:05:00,74.24,1492,8.47,0.07,1.78,0
2025-04-05 01:06:00,72.61,1473,8.96,0.09,1.6,0
2025-04-05 01:07:00,75.6,1475,8.88,0.07,1.68,0
2025-04-05 01:08:00,73.52,1506,8.07,0.07,1.23,0
2025-04-05 01:09:00,74.11,1534,8.39,0.06,1.99,0
2025-04-05 01:10:00,75.61,1500,8.71,0.03,1.82,1
2025-04-05 01:11:00,75.51,1485,8.61,0.06,1.47,1
2025-04-05 01:12:00,74.06,1487,8.83,0.04,1.01,1
2025-04-05 01:13:00,73.24,1519,8.98,0.08,1.66,0
2025-04-05 01:14:00,75.37,1483,8.45,0.08,1.79,0
2025-04-05 01:15:00,73.96,1484,8.55,0.05,1.81,0
2025-04-05 01:16:00,74.49,1463,8.77,0.09,1.94,0
2025-04-05 01:17:00,75.81,1516,8.65,0.03,1.93,1
2025-04-05 01:18:00,76.61,1480,8.56,0.06,1.14,0
2025-04-05 01:19:00,74.97,1462,8.59,0.09,1.4,0
2025-04-05 01:20:00,78.66,1525,8.04,0.04,1.36,0
2025-04-05 01:21:00,74.76,1527,8.82,0.07,1.47,0
2025-04-05 01:22:00,74.82,1513,8.84,0.04,1.08,1
2025-04-05 01:23:00,75.49,1467,8.59,0.1,1.42,0
2025-04-05 01:24:00,74.12,1492,8.38,0.03,1.16,1
2025-04-05 01:25:00,74.13,1518,8.3,0.08,1.18,0
2025-04-05 01:26:00,77.06,1501,8.52,0.08,1.86,0
2025-04-05 01:27:00,73.17,1461,8.69,0.08,1.57,0
2025-04-05 01:28:00,77.0,1502,8.52,0.1,1.62,0
2025-04-05 01:29:00,73.72,1463,8.39,0.09,1.65,0
2025-04-05 01:30:00,75.45,1549,8.46,0.05,1.92,0
2025-04-05 01:31:00,75.98,1488,8.87,0.1,1.2,0
2025-04-05 01:32:00,72.36,1515,8.64,0.1,1.82,0
2025-04-05 01:33:00,74.02,1544,8.73,0.06,1.14,0
2025-04-05 01:34:00,75.18,1475,8.89,0.07,1.67,0
2025-04-05 01:35:00,69.87,1512,8.3,0.07,1.3,0
2025-04-05 01:36:00,78.23,1471,8.56,0.04,1.84,0
2025-04-05 01:37:00,74.52,1541,8.37,0.08,1.98,0
2025-04-05 01:38:00,73.23,1530,8.96,0.04,1.53,0
2025-04-05 01:39:00,74.62,1502,8.13,0.06,1.42,1
2025-04-05 01:40:00,75.66,1477,8.07,0.05,1.98,1
2025-04-05 01:41:00,71.74,1533,8.9,0.09,1.15,0
2025-04-05 01:42:00,76.46,1464,8.02,0.03,1.61,0
2025-04-05 01:43:00,75.5,1452,8.92,0.04,1.2,0
2025-04-05 01:44:00,75.24,1540,8.98,0.06,1.27,0
2025-04-05 01:45:00,75.3,1512,8.31,0.03,1.47,1
2025-04-05 01:46:00,76.4,1538,8.89,0.08,1.9,0
2025-04-05 01:47:00,73.31,1455,8.71,0.04,1.9,0
2025-04-05 01:48:00,73.49,1514,8.54,0.08,1.58,0
2025-04-05 01:49:00,74.56,1501,8.26,0.04,1.18,1
2025-04-05 01:50:00,72.82,1510,8.84,0.09,1.65,0
2025-04-05 01:51:00,73.77,1538,8.69,0.09,1.46,0
2025-04-05 01:52:00,71.75,1479,8.23,0.1,1.4,0
2025-04-05 01:53:00,73.41,1509,8.14,0.04,1.61,0
2025-04-05 01:54:00,75.7,1468,8.49,0.08,1.63,0
2025-04-05 01:55:00,73.92,1452,8.62,0.07,1.88,0
2025-04-05 01:56:00,77.72,1482,8.75,0.04,1.28,0
2025-04-05 01:57:00,74.64,1514,8.06,0.03,1.41,1
2025-04-05 01:58:00,73.02,1523,8.45,0.09,1.57,0
2025-04-05 01:59:00,74.82,1461,8.6,0.04,1.38,0
2025-04-05 02:00:00,72.0,1498,8.21,0.09,1.14,0
2025-04-05 02:01:00,72.55,1539,8.83,0.04,1.41,0
2025-04-05 02:02:00,76.11,1500,8.43,0.06,1.77,0
2025-04-05 02:03:00,76.5,1466,8.69,0.07,1.8,0
2025-04-05 02:04:00,77.9,1499,8.16,0.04,1.04,0
2025-04-05 02:05:00,78.53,1463,8.05,0.06,1.82,0
2025-04-05 02:06:00,76.04,1498,8.62,0.08,1.17,0
2025-04-05 02:07:00,75.98,1518,8.1,0.08,1.5,0
2025-04-05 02:08:00,75.44,1490,8.03,0.04,1.8,1
2025-04-05 02:09:00,74.5,1537,8.75,0.05,1.03,0
2025-04-05 02:10:00,78.26,1489,8.47,0.04,1.49,0
2025-04-05 02:11:00,75.87,1452,8.21,0.07,1.95,0
2025-04-05 02:12:00,70.07,1480,8.69,0.04,1.23,0
2025-04-05 02:13:00,77.62,1486,8.74,0.09,1.92,0
2025-04-05 02:14:00,74.69,1532,8.11,0.05,1.27,0
2025-04-05 02:15:00,74.12,1535,8.31,0.03,1.16,0
2025-04-05 02:16:00,75.04,1458,8.18,0.07,1.36,0
2025-04-05 02:17:00,75.03,1482,8.14,0.09,1.5,0
2025-04-05 02:18:00,72.69,1462,8.74,0.06,1.69,0
2025-04-05 02:19:00,77.49,1528,8.21,0.07,1.52,0
2025-04-05 02:20:00,72.28,1477,8.72,0.05,1.04,0
2025-04-05 02:21:00,72.13,1518,8.73,0.07,1.35,0
2025-04-05 02:22:00,75.15,1547,8.94,0.08,1.63,0
2025-04-05 02:23:00,73.75,1526,8.88,0.06,1.92,0
2025-04-05 02:24:00,76.75,1503,8.13,0.09,1.65,0
2025-04-05 02:25:00,70.31,1521,8.14,0.03,1.91,0
2025-04-05 02:26:00,79.91,1471,8.08,0.07,1.85,0
2025-04-05 02:27:00,72.01,1459,8.73,0.03,1.82,0
2025-04-05 02:28:00,72.88,1536,8.42,0.09,1.38,0
2025-04-05 02:29:00,75.08,1480,8.32,0.04,1.6,1
2025-04-05 02:30:00,77.22,1544,8.4,0.07,1.26,0
2025-04-05 02:31:00,74.66,1467,8.64,0.09,1.44,0
2025-04-05 02:32:00,70.41,1512,8.13,0.07,1.54,0
2025-04-05 02:33:00,75.09,1511,8.58,0.07,1.99,0
2025-04-05 02:34:00,78.53,1451,8.85,0.08,1.08,0
2025-04-05 02:35:00,72.87,1508,8.98,0.04,1.47,0
2025-04-05 02:36:00,76.68,1501,8.71,0.05,1.71,0
2025-04-05 02:37:00,75.68,1514,8.67,0.05,1.73,1
2025-04-05 02:38:00,76.99,1500,8.19,0.03,1.75,0
2025-04-05 02:39:00,73.83,1456,8.92,0.09,1.28,0
2025-04-05 02:40:00,76.53,1453,8.19,0.08,1.04,0
2025-04-05 02:41:00,78.31,1510,8.61,0.06,1.39,0
2025-04-05 02:42:00,78.78,1478,8.68,0.09,1.8,0
2025-04-05 02:43:00,72.83,1469,8.8,0.08,1.59,0
2025-04-05 02:44:00,76.74,1485,8.56,0.04,1.24,0
